0.27520224,0.07937906,-0.07797012,-0.29928079,-0.29250637,0.16414317,0.38330221,-0.02161113,-0.29443732,-0.08108980,-0.32410842,0.06835271,-0.20701483,-0.03623722,0.22864309,-0.01704176,-0.05984741,0.19531782,0.23553248,0.06278714,0.34956634,-0.13073447,-0.07968569,0.47492999,0.04000608,0.09040003,-0.05648816,0.05477100,0.03473984,-0.02892799,0.03612777,-0.25403160,-0.12523985,0.07734917,0.23746864,-0.02341001,0.18975574,0.01908588,-0.01347376,0.16479433,-0.19199802,-0.14629617,0.00492744,0.01436160,-0.06437225,0.01664453,0.55680168,-0.09983140,0.10105115,-0.15318020,-0.02232089,0.04748771,-0.14486302,-0.03159284,0.05411718,-0.02394647,-0.01615795,0.07024037,0.00100401,-0.14903097,0.06084008,0.38857636,0.02099201,0.10367521
0.19950685,0.01333470,0.02847660,-0.32223573,-0.11733650,0.05511657,0.48203081,0.08382387,-0.26043957,-0.06835482,-0.30447158,0.05757917,-0.22682922,-0.02666704,0.22419985,0.02625431,-0.02874098,0.17614375,0.13377778,0.06414293,0.06647862,-0.20102951,-0.20164019,0.33402339,-0.00603662,0.02658341,0.05850690,0.08851685,-0.05053231,-0.10400153,-0.03159293,-0.14674425,-0.00689732,0.08685610,0.43694788,0.01159830,0.23771790,-0.05372919,-0.02060292,0.15974905,-0.04443005,-0.09224229,0.06189665,-0.05517823,-0.10332325,0.12231505,0.78002858,-0.05773826,0.16254659,-0.19142385,-0.04273465,0.12308385,-0.17662817,-0.01647924,0.09603529,-0.09797989,-0.08703513,0.10187364,0.02242592,-0.29868656,0.08435300,0.29927537,0.00119629,0.02698718
0.18255979,-0.06315354,0.01659761,-0.24882169,-0.02108295,0.01034689,0.57835060,0.20088136,-0.22066060,-0.05303559,-0.35173979,0.00070801,-0.21509500,-0.04304930,0.24646428,0.12417591,0.02444905,0.12877719,0.09009416,0.01804383,-0.12873384,-0.21867658,-0.32583940,0.20610142,-0.00537954,-0.00347478,0.13924260,0.09567489,-0.14233474,-0.09571249,-0.08459517,-0.11434604,0.04140478,0.08630944,0.56697381,0.03991382,0.31539401,-0.09252212,-0.14632225,0.11965639,-0.02797715,-0.11492841,0.13091868,-0.17180681,-0.18688497,0.18021868,0.90658426,-0.13289000,0.26697540,-0.17811802,-0.04021486,0.14644584,-0.16224448,0.06247202,0.09188721,-0.08131785,-0.08573021,0.16121985,0.06790003,-0.56595880,0.09721261,0.22872852,-0.05280698,-0.02305840
0.24277203,-0.07055666,0.01691709,-0.20677866,0.06187239,0.04318746,0.49738139,0.08417559,-0.22870195,-0.05698965,-0.44208333,-0.07067205,-0.28003162,0.06103918,0.23202543,0.12997565,0.00062075,0.03599353,0.04120779,0.02889517,-0.13792743,-0.26265690,-0.31201503,0.22718486,0.10049174,0.02975323,0.07378994,0.05231100,-0.07922379,0.03678535,-0.11980122,-0.05289948,0.03356997,0.13276514,0.57092899,0.01032946,0.33218488,-0.07919737,-0.27392194,0.13455884,0.00261846,-0.26998368,0.07919292,-0.23210785,-0.24456067,0.12852347,0.85069001,-0.23099138,0.26968834,-0.19307971,-0.02608269,0.14707492,-0.17349087,0.02081789,0.09873211,-0.06669584,-0.11603136,0.16645677,0.10362118,-0.76082557,0.11714227,0.31760916,0.01050473,-0.01921568
0.19801979,-0.05662772,-0.15169978,-0.08686434,-0.01546448,0.02309559,0.55682552,0.28729543,-0.23439799,-0.15455976,-0.42913195,-0.05702384,-0.18456329,-0.05891959,0.32635510,0.19150203,0.06000174,0.13937061,-0.05628648,-0.04336885,-0.10021289,-0.17514271,-0.40614074,0.14593640,0.00021327,0.03380441,0.12688552,0.04373796,-0.07458873,0.00957851,-0.09498489,-0.16661650,0.05649822,0.03969125,0.64878857,0.04771522,0.37556466,-0.01762100,-0.28160229,0.09035338,-0.02551732,-0.18211864,0.12155676,-0.32468981,-0.28089544,0.20128489,0.88064778,-0.17347655,0.40827242,-0.15812524,-0.01519880,0.02576575,-0.09218531,0.15895346,0.08836021,-0.00256721,-0.06081037,0.20650987,0.12469183,-0.77598268,0.08673809,0.17895648,-0.07389262,0.03997511
0.33536950,0.07053090,-0.08575650,-0.28839806,-0.17444186,0.13472064,0.26406774,-0.08875531,-0.32701638,-0.11040194,-0.37008962,0.04992161,-0.27854493,-0.01283834,0.19134040,-0.01927605,-0.05237065,0.14911331,0.10637601,-0.00603115,0.34725392,-0.15781777,-0.14124970,0.42475396,0.02902268,0.10486557,-0.04120902,0.11159445,0.09627592,-0.06210564,-0.00356369,-0.18153694,-0.07077382,0.09315152,0.34555912,-0.00297770,0.15602672,-0.00794847,-0.07842740,0.13241757,-0.13132416,-0.16370781,0.02735219,-0.02127073,-0.15592599,0.09176214,0.65891683,-0.06698696,0.17170848,-0.19130148,-0.00240197,0.02938414,-0.13345270,-0.07907638,0.06217628,-0.06395996,-0.04609751,0.08551739,0.01547903,-0.21438305,0.02522871,0.38383529,0.01501233,0.10699438
0.20431092,0.00984724,-0.18732242,-0.11616453,0.03656419,0.01623658,0.39214838,0.14797555,-0.33112919,-0.18468302,-0.40355563,-0.05880510,-0.30382180,0.04210466,0.24109595,0.13814917,-0.05702912,0.15056515,-0.10099182,-0.10521577,-0.05457792,-0.16038579,-0.42829168,0.15897496,0.01627325,0.09552214,0.14931908,0.14488974,0.00884258,-0.05534527,-0.02737180,-0.13007766,0.08802431,0.03056257,0.58583826,0.04338260,0.30173376,-0.07445654,-0.25895199,0.03376416,0.01848389,-0.16813344,0.11523179,-0.28428036,-0.29285431,0.18779598,1.01272583,-0.13949540,0.46037409,-0.21007311,0.00055058,0.07974471,-0.01002642,0.03829475,0.12193628,-0.05326239,-0.05900354,0.22668746,0.12250833,-0.64418960,0.01964954,0.25219795,-0.07882116,0.05255521
0.23859899,0.09532334,-0.12147518,-0.28789690,-0.19860753,0.13981269,0.33487466,-0.04945641,-0.33680218,-0.12422650,-0.32835746,0.06943513,-0.26983750,-0.05550782,0.22089045,0.00392071,-0.04257514,0.17852998,0.20717633,0.00952662,0.35364816,-0.13599616,-0.17357489,0.43560460,0.01497121,0.10516211,0.00178993,0.06342687,0.05491840,-0.07987476,0.03219867,-0.22585976,-0.06098570,0.06897596,0.29430011,0.00134563,0.18773468,-0.00237866,-0.06640952,0.09435494,-0.14797109,-0.14646570,0.00539182,-0.01335974,-0.14951670,0.07680023,0.68702394,-0.10127033,0.20619705,-0.20360300,-0.01685856,0.03145955,-0.09613461,-0.04283107,0.04290718,-0.05756190,-0.06181368,0.12120431,0.01380403,-0.18691146,0.03151193,0.37790546,0.00552002,0.10866368
0.14655577,-0.02249903,-0.19929738,-0.15285048,-0.06988786,0.03919329,0.49906293,0.26270384,-0.27185845,-0.14168401,-0.35780573,0.05322673,-0.25446978,-0.14449893,0.30725852,0.16340020,0.06511996,0.19436580,0.10710028,-0.07223006,-0.03662733,-0.14970867,-0.45213228,0.23537539,-0.03228037,0.04872569,0.20326449,0.03362861,-0.10271559,-0.10591657,-0.07098227,-0.20339759,0.07568385,0.01591380,0.53906941,0.08197577,0.33934861,-0.06516483,-0.18982127,0.01024973,-0.13501023,-0.15607172,0.10468870,-0.21698973,-0.28014523,0.19658193,0.96732062,-0.17977524,0.40390661,-0.16356088,-0.02007523,0.03645580,-0.05852076,0.17877717,0.03366192,-0.04617018,-0.10563722,0.23329975,0.06498200,-0.63390374,0.04671989,0.22092503,-0.09996869,0.02649165
0.24608727,0.08316771,-0.08071885,-0.28795868,-0.19385645,0.10359720,0.35734919,-0.00158348,-0.32290164,-0.11866810,-0.30477911,0.08252838,-0.27375877,-0.02021298,0.20744358,0.00061188,-0.06679733,0.20604384,0.19498986,0.01993498,0.23277982,-0.13601229,-0.18890500,0.40789661,0.00944006,0.08395678,0.03266663,0.07318664,0.02817955,-0.08631501,0.02125273,-0.19564986,-0.03074063,0.07090395,0.30827338,0.00944479,0.18800598,-0.03884636,-0.02129319,0.09735169,-0.12370660,-0.13489467,0.02515302,-0.01661697,-0.12398508,0.07151411,0.73532176,-0.10238890,0.17432520,-0.17522964,-0.02513165,0.07581198,-0.11456958,-0.02612867,0.06147668,-0.08118836,-0.06287338,0.11293514,0.00829664,-0.21364373,0.03812031,0.36387637,0.00461083,0.08931784
